Node,Commodity,Day,Month,Year,Timestep,Value
Farmoor,water,202.0,7,2020.0,202,9911.055589999987
London Storages,water,202.0,7,2020.0,202,199557.13158
Farmoor,water,203.0,7,2020.0,203,9628.058859999986
London Storages,water,203.0,7,2020.0,203,199808.21527999997
Farmoor,water,204.0,7,2020.0,204,9645.062129999986
London Storages,water,204.0,7,2020.0,204,199613.80127999999
Farmoor,water,205.0,7,2020.0,205,9662.065399999985
London Storages,water,205.0,7,2020.0,205,199268.87847999998
Farmoor,water,206.0,7,2020.0,206,9679.068669999984
London Storages,water,206.0,7,2020.0,206,198774.82927999998
Farmoor,water,207.0,7,2020.0,207,9696.071939999983
London Storages,water,207.0,7,2020.0,207,198139.94807999997
Farmoor,water,208.0,7,2020.0,208,9713.075209999983
London Storages,water,208.0,7,2020.0,208,197372.61567999996
Farmoor,water,209.0,7,2020.0,209,9730.078479999982
London Storages,water,209.0,7,2020.0,209,196482.59537999996
Farmoor,water,210.0,7,2020.0,210,9447.081749999981
London Storages,water,210.0,7,2020.0,210,195779.90937999997
Farmoor,water,211.0,7,2020.0,211,9164.08501999998
London Storages,water,211.0,7,2020.0,211,194972.85217999996
Farmoor,water,212.0,7,2020.0,212,9181.08828999998
London Storages,water,212.0,7,2020.0,212,193770.05513999995
Farmoor,water,213.0,7,2020.0,213,8982.39252000004
London Storages,water,213.0,7,2020.0,213,192694.9760199999
Farmoor,water,214.0,8,2020.0,214,9015.41446000004
London Storages,water,214.0,8,2020.0,214,191330.24723999988
Farmoor,water,215.0,8,2020.0,215,9048.43640000004
London Storages,water,215.0,8,2020.0,215,189889.20133999988
Farmoor,water,216.0,8,2020.0,216,8781.458340000041
London Storages,water,216.0,8,2020.0,216,188677.54071999987
Farmoor,water,217.0,8,2020.0,217,8814.480280000042
London Storages,water,217.0,8,2020.0,217,187100.21609999987
Farmoor,water,218.0,8,2020.0,218,8847.502220000042
London Storages,water,218.0,8,2020.0,218,185483.75227999987
Farmoor,water,219.0,8,2020.0,219,8880.524160000043
London Storages,water,219.0,8,2020.0,219,183826.63725999987
Farmoor,water,220.0,8,2020.0,220,8913.546100000043
London Storages,water,220.0,8,2020.0,220,182130.12383999987
Farmoor,water,221.0,8,2020.0,221,8946.568040000044
London Storages,water,221.0,8,2020.0,221,180506.68743999986
Farmoor,water,222.0,8,2020.0,222,8979.589980000044
London Storages,water,222.0,8,2020.0,222,178930.77113999985
Farmoor,water,223.0,8,2020.0,223,9012.611920000045
London Storages,water,223.0,8,2020.0,223,177378.70123999985
Farmoor,water,224.0,8,2020.0,224,9045.633860000045
London Storages,water,224.0,8,2020.0,224,175839.41853999984
Farmoor,water,225.0,8,2020.0,225,9078.655800000046
London Storages,water,225.0,8,2020.0,225,174305.23343999984
Farmoor,water,226.0,8,2020.0,226,9111.677740000046
London Storages,water,226.0,8,2020.0,226,172767.24673999983
Farmoor,water,227.0,8,2020.0,227,9144.699680000047
London Storages,water,227.0,8,2020.0,227,171216.55923999983
Farmoor,water,228.0,8,2020.0,228,9177.721620000048
London Storages,water,228.0,8,2020.0,228,169643.58053999982
Farmoor,water,229.0,8,2020.0,229,9210.743560000048
London Storages,water,229.0,8,2020.0,229,168071.98423999982
Farmoor,water,230.0,8,2020.0,230,9243.765500000049
London Storages,water,230.0,8,2020.0,230,166482.5031399998
Farmoor,water,231.0,8,2020.0,231,9276.78744000005
London Storages,water,231.0,8,2020.0,231,164860.8812399998
Farmoor,water,232.0,8,2020.0,232,9309.80938000005
London Storages,water,232.0,8,2020.0,232,163200.2065399998
Farmoor,water,233.0,8,2020.0,233,9342.83132000005
London Storages,water,233.0,8,2020.0,233,161530.37343999982
Farmoor,water,234.0,8,2020.0,234,9375.85326000005
London Storages,water,234.0,8,2020.0,234,159837.64433999982
Farmoor,water,235.0,8,2020.0,235,9408.875200000051
London Storages,water,235.0,8,2020.0,235,158131.86883999984
Farmoor,water,236.0,8,2020.0,236,9441.897140000052
London Storages,water,236.0,8,2020.0,236,156495.38613999984
Farmoor,water,237.0,8,2020.0,237,9174.919080000052
London Storages,water,237.0,8,2020.0,237,155321.76743999985
Farmoor,water,238.0,8,2020.0,238,9207.941020000053
London Storages,water,238.0,8,2020.0,238,154002.28633999985
Farmoor,water,239.0,8,2020.0,239,9240.962960000053
London Storages,water,239.0,8,2020.0,239,153109.18923999983
Farmoor,water,240.0,8,2020.0,240,9273.984900000054
London Storages,water,240.0,8,2020.0,240,152936.49533999982
Farmoor,water,241.0,8,2020.0,241,9307.006840000055
London Storages,water,241.0,8,2020.0,241,153074.2365399998
Farmoor,water,242.0,8,2020.0,242,9340.028780000055
London Storages,water,242.0,8,2020.0,242,153137.2418399998
Farmoor,water,243.0,8,2020.0,243,9373.050720000056
London Storages,water,243.0,8,2020.0,243,152955.9081399998
Farmoor,water,244.0,9,2020.0,244,9406.072660000056
London Storages,water,244.0,9,2020.0,244,152678.7696399998
Farmoor,water,245.0,9,2020.0,245,9441.764360000056
London Storages,water,245.0,9,2020.0,245,152437.3811399998
Farmoor,water,246.0,9,2020.0,246,9477.456060000055
London Storages,water,246.0,9,2020.0,246,152273.14793999982
Farmoor,water,247.0,9,2020.0,247,9513.147760000054
London Storages,water,247.0,9,2020.0,247,152071.33063999983
Farmoor,water,248.0,9,2020.0,248,9548.839460000054
London Storages,water,248.0,9,2020.0,248,151776.20133999982
Farmoor,water,249.0,9,2020.0,249,9584.531160000053
London Storages,water,249.0,9,2020.0,249,151364.60493999982
Farmoor,water,250.0,9,2020.0,250,9620.222860000053
London Storages,water,250.0,9,2020.0,250,150826.17323999983
Farmoor,water,251.0,9,2020.0,251,9655.914560000052
London Storages,water,251.0,9,2020.0,251,150156.06773999982
Farmoor,water,252.0,9,2020.0,252,9691.606260000051
London Storages,water,252.0,9,2020.0,252,149353.3383399998
Farmoor,water,253.0,9,2020.0,253,9727.29796000005
London Storages,water,253.0,9,2020.0,253,148421.2682399998
Farmoor,water,254.0,9,2020.0,254,9762.98966000005
London Storages,water,254.0,9,2020.0,254,147364.0045399998
Farmoor,water,255.0,9,2020.0,255,9798.68136000005
London Storages,water,255.0,9,2020.0,255,146189.3232399998
Farmoor,water,256.0,9,2020.0,256,9834.373060000049
London Storages,water,256.0,9,2020.0,256,144903.7043399998
Farmoor,water,257.0,9,2020.0,257,9870.064760000048
London Storages,water,257.0,9,2020.0,257,143542.7447399998
Farmoor,water,258.0,9,2020.0,258,9905.756460000048
London Storages,water,258.0,9,2020.0,258,142103.8522399998
Farmoor,water,259.0,9,2020.0,259,9941.448160000047
London Storages,water,259.0,9,2020.0,259,140589.2733399998
Farmoor,water,260.0,9,2020.0,260,9977.139860000047
London Storages,water,260.0,9,2020.0,260,139002.20483999982
Farmoor,water,261.0,9,2020.0,261,10012.831560000046
London Storages,water,261.0,9,2020.0,261,137388.0067399998
Farmoor,water,262.0,9,2020.0,262,10048.523260000045
London Storages,water,262.0,9,2020.0,262,136558.40703999982
Farmoor,water,263.0,9,2020.0,263,10084.214960000045
London Storages,water,263.0,9,2020.0,263,137040.96403999982
Farmoor,water,264.0,9,2020.0,264,10119.906660000044
London Storages,water,264.0,9,2020.0,264,138091.33211666648
Farmoor,water,265.0,9,2020.0,265,10155.598360000044
London Storages,water,265.0,9,2020.0,265,138604.46051666647
Farmoor,water,266.0,9,2020.0,266,10191.290060000043
London Storages,water,266.0,9,2020.0,266,138807.32641666647
Farmoor,water,267.0,9,2020.0,267,10226.981760000042
London Storages,water,267.0,9,2020.0,267,139008.20521666648
Farmoor,water,268.0,9,2020.0,268,10262.673460000042
London Storages,water,268.0,9,2020.0,268,139135.64391666648
Farmoor,water,269.0,9,2020.0,269,10298.365160000041
London Storages,water,269.0,9,2020.0,269,139101.51451666647
Farmoor,water,270.0,9,2020.0,270,10334.05686000004
London Storages,water,270.0,9,2020.0,270,138978.39331666648
Farmoor,water,271.0,9,2020.0,271,10369.74856000004
London Storages,water,271.0,9,2020.0,271,138762.82411666648
Farmoor,water,272.0,9,2020.0,272,10405.44026000004
London Storages,water,272.0,9,2020.0,272,138447.8947166665
Farmoor,water,273.0,9,2020.0,273,10441.131960000039
London Storages,water,273.0,9,2020.0,273,138087.17341666648
Farmoor,water,274.0,9,2020.0,274,10476.823660000038
London Storages,water,274.0,9,2020.0,274,137705.71621666648
Farmoor,water,275.0,10,2020.0,275,10515.185160000037
London Storages,water,275.0,10,2020.0,275,139119.55641666648
Farmoor,water,276.0,10,2020.0,276,10553.546660000036
London Storages,water,276.0,10,2020.0,276,140533.3966166665
Farmoor,water,277.0,10,2020.0,277,10591.908160000035
London Storages,water,277.0,10,2020.0,277,141947.2368166665
Farmoor,water,278.0,10,2020.0,278,10630.269660000034
London Storages,water,278.0,10,2020.0,278,143361.0770166665
Farmoor,water,279.0,10,2020.0,279,10668.631160000034
London Storages,water,279.0,10,2020.0,279,144774.9172166665
Farmoor,water,280.0,10,2020.0,280,10706.992660000033
London Storages,water,280.0,10,2020.0,280,146188.7574166665
Farmoor,water,281.0,10,2020.0,281,10745.354160000032
London Storages,water,281.0,10,2020.0,281,147602.59761666652
Farmoor,water,282.0,10,2020.0,282,10783.71566000003
London Storages,water,282.0,10,2020.0,282,149016.43781666653
Farmoor,water,283.0,10,2020.0,283,10822.07716000003
London Storages,water,283.0,10,2020.0,283,150430.27801666653
Farmoor,water,284.0,10,2020.0,284,10860.438660000029
London Storages,water,284.0,10,2020.0,284,151844.11821666654
Farmoor,water,285.0,10,2020.0,285,10898.800160000028
London Storages,water,285.0,10,2020.0,285,153092.78231666653
Farmoor,water,286.0,10,2020.0,286,10937.161660000027
London Storages,water,286.0,10,2020.0,286,153968.19841666654
Farmoor,water,287.0,10,2020.0,287,10975.523160000026
London Storages,water,287.0,10,2020.0,287,154509.24661666653
Farmoor,water,288.0,10,2020.0,288,11013.884660000025
London Storages,water,288.0,10,2020.0,288,155007.95881666653
Farmoor,water,289.0,10,2020.0,289,11052.246160000024
London Storages,water,289.0,10,2020.0,289,155532.59091666652
Farmoor,water,290.0,10,2020.0,290,11090.607660000023
London Storages,water,290.0,10,2020.0,290,156069.31911666653
Farmoor,water,291.0,10,2020.0,291,11128.969160000022
London Storages,water,291.0,10,2020.0,291,157483.15931666654
Farmoor,water,292.0,10,2020.0,292,11167.330660000021
London Storages,water,292.0,10,2020.0,292,158896.99951666655
Farmoor,water,293.0,10,2020.0,293,11205.69216000002
London Storages,water,293.0,10,2020.0,293,160310.83971666655
Farmoor,water,294.0,10,2020.0,294,11244.05366000002
London Storages,water,294.0,10,2020.0,294,161724.67991666656
Farmoor,water,295.0,10,2020.0,295,11282.415160000019
London Storages,water,295.0,10,2020.0,295,163138.52011666656
Farmoor,water,296.0,10,2020.0,296,11320.776660000018
London Storages,water,296.0,10,2020.0,296,164552.36031666657
Farmoor,water,297.0,10,2020.0,297,11359.138160000017
London Storages,water,297.0,10,2020.0,297,165966.20051666658
Farmoor,water,298.0,10,2020.0,298,11397.499660000016
London Storages,water,298.0,10,2020.0,298,167380.04071666658
Farmoor,water,299.0,10,2020.0,299,11435.861160000015
London Storages,water,299.0,10,2020.0,299,168793.8809166666
Farmoor,water,300.0,10,2020.0,300,11474.222660000014
London Storages,water,300.0,10,2020.0,300,170207.7211166666
Farmoor,water,301.0,10,2020.0,301,11512.584160000013
London Storages,water,301.0,10,2020.0,301,171621.5613166666
Farmoor,water,302.0,10,2020.0,302,11550.945660000012
London Storages,water,302.0,10,2020.0,302,173035.4015166666
Farmoor,water,303.0,10,2020.0,303,11589.307160000011
London Storages,water,303.0,10,2020.0,303,174137.1858166666
Farmoor,water,304.0,10,2020.0,304,11627.66866000001
London Storages,water,304.0,10,2020.0,304,174899.4179166666
Farmoor,water,305.0,11,2020.0,305,11666.03016000001
London Storages,water,305.0,11,2020.0,305,175362.4181166666
Farmoor,water,306.0,11,2020.0,306,11704.391660000008
London Storages,water,306.0,11,2020.0,306,175540.4921166666
Farmoor,water,307.0,11,2020.0,307,11742.753160000007
London Storages,water,307.0,11,2020.0,307,175496.51811666662
Farmoor,water,308.0,11,2020.0,308,11781.114660000007
London Storages,water,308.0,11,2020.0,308,175486.2403166666
Farmoor,water,309.0,11,2020.0,309,11819.476160000006
London Storages,water,309.0,11,2020.0,309,175582.2343166666
Farmoor,water,310.0,11,2020.0,310,11857.837660000005
London Storages,water,310.0,11,2020.0,310,175802.6443166666
Farmoor,water,311.0,11,2020.0,311,11896.199160000004
London Storages,water,311.0,11,2020.0,311,176104.2704166666
Farmoor,water,312.0,11,2020.0,312,11934.560660000003
London Storages,water,312.0,11,2020.0,312,176412.8085166666
Farmoor,water,313.0,11,2020.0,313,11972.922160000002
London Storages,water,313.0,11,2020.0,313,176660.8665166666
Farmoor,water,314.0,11,2020.0,314,12011.283660000001
London Storages,water,314.0,11,2020.0,314,176801.7884166666
Farmoor,water,315.0,11,2020.0,315,12049.64516
London Storages,water,315.0,11,2020.0,315,176809.6543166666
Farmoor,water,316.0,11,2020.0,316,12088.00666
London Storages,water,316.0,11,2020.0,316,176674.96041666658
Farmoor,water,317.0,11,2020.0,317,12126.368159999998
London Storages,water,317.0,11,2020.0,317,176397.70651666657
Farmoor,water,318.0,11,2020.0,318,12164.729659999997
London Storages,water,318.0,11,2020.0,318,175983.07651666657
Farmoor,water,319.0,11,2020.0,319,12203.091159999996
London Storages,water,319.0,11,2020.0,319,175439.71041666655
Farmoor,water,320.0,11,2020.0,320,12241.452659999995
London Storages,water,320.0,11,2020.0,320,174777.97631666655
Farmoor,water,321.0,11,2020.0,321,12279.814159999994
London Storages,water,321.0,11,2020.0,321,174008.24221666655
Farmoor,water,322.0,11,2020.0,322,12318.175659999994
London Storages,water,322.0,11,2020.0,322,173140.01221666654
Farmoor,water,323.0,11,2020.0,323,12356.537159999993
London Storages,water,323.0,11,2020.0,323,172181.92611666655
Farmoor,water,324.0,11,2020.0,324,12394.898659999992
London Storages,water,324.0,11,2020.0,324,171140.89601666655
Farmoor,water,325.0,11,2020.0,325,12433.26015999999
London Storages,water,325.0,11,2020.0,325,170022.97001666654
Farmoor,water,326.0,11,2020.0,326,12471.62165999999
London Storages,water,326.0,11,2020.0,326,168944.78801666654
Farmoor,water,327.0,11,2020.0,327,12509.983159999989
London Storages,water,327.0,11,2020.0,327,168204.17081666653
Farmoor,water,328.0,11,2020.0,328,12548.344659999988
London Storages,water,328.0,11,2020.0,328,167893.13441666652
Farmoor,water,329.0,11,2020.0,329,12586.706159999987
London Storages,water,329.0,11,2020.0,329,167715.67241666652
Farmoor,water,330.0,11,2020.0,330,12625.067659999986
London Storages,water,330.0,11,2020.0,330,167688.63281666653
Farmoor,water,331.0,11,2020.0,331,12663.429159999985
London Storages,water,331.0,11,2020.0,331,167952.58851666652
Farmoor,water,332.0,11,2020.0,332,12701.790659999984
London Storages,water,332.0,11,2020.0,332,168241.08171666652
Farmoor,water,333.0,11,2020.0,333,12740.152159999983
London Storages,water,333.0,11,2020.0,333,169624.01171666651
Farmoor,water,334.0,11,2020.0,334,12778.513659999982
London Storages,water,334.0,11,2020.0,334,171006.9417166665
Farmoor,water,335.0,11,2020.0,335,12816.875159999983
London Storages,water,335.0,11,2020.0,335,172389.8717166665
Farmoor,water,336.0,12,2020.0,336,12860.576239999984
London Storages,water,336.0,12,2020.0,336,173710.9813166665
Farmoor,water,337.0,12,2020.0,337,12904.277319999985
London Storages,water,337.0,12,2020.0,337,175032.0909166665
Farmoor,water,338.0,12,2020.0,338,12947.978399999985
London Storages,water,338.0,12,2020.0,338,176353.2005166665
Farmoor,water,339.0,12,2020.0,339,12991.679479999986
London Storages,water,339.0,12,2020.0,339,177674.3101166665
Farmoor,water,340.0,12,2020.0,340,13035.380559999987
London Storages,water,340.0,12,2020.0,340,178995.41971666648
Farmoor,water,341.0,12,2020.0,341,13079.081639999988
London Storages,water,341.0,12,2020.0,341,180316.52931666648
Farmoor,water,342.0,12,2020.0,342,13122.782719999988
London Storages,water,342.0,12,2020.0,342,181637.63891666647
Farmoor,water,343.0,12,2020.0,343,13166.483799999989
London Storages,water,343.0,12,2020.0,343,182958.74851666647
Farmoor,water,344.0,12,2020.0,344,13210.18487999999
London Storages,water,344.0,12,2020.0,344,184279.85811666647
Farmoor,water,345.0,12,2020.0,345,13253.88595999999
London Storages,water,345.0,12,2020.0,345,185600.96771666646
Farmoor,water,346.0,12,2020.0,346,13297.587039999991
London Storages,water,346.0,12,2020.0,346,186922.07731666646
Farmoor,water,347.0,12,2020.0,347,13341.288119999992
London Storages,water,347.0,12,2020.0,347,188243.18691666645
Farmoor,water,348.0,12,2020.0,348,13384.989199999993
London Storages,water,348.0,12,2020.0,348,189564.29651666645
Farmoor,water,349.0,12,2020.0,349,13428.690279999993
London Storages,water,349.0,12,2020.0,349,190885.40611666645
Farmoor,water,350.0,12,2020.0,350,13472.391359999994
London Storages,water,350.0,12,2020.0,350,192206.51571666644
Farmoor,water,351.0,12,2020.0,351,13516.092439999995
London Storages,water,351.0,12,2020.0,351,193527.62531666644
Farmoor,water,352.0,12,2020.0,352,13559.793519999996
London Storages,water,352.0,12,2020.0,352,194848.73491666644
Farmoor,water,353.0,12,2020.0,353,13603.494599999996
London Storages,water,353.0,12,2020.0,353,196169.84451666643
Farmoor,water,354.0,12,2020.0,354,13647.195679999997
London Storages,water,354.0,12,2020.0,354,197490.95411666643
Farmoor,water,355.0,12,2020.0,355,13690.896759999998
London Storages,water,355.0,12,2020.0,355,198812.06371666642
Farmoor,water,356.0,12,2020.0,356,13734.597839999999
London Storages,water,356.0,12,2020.0,356,200133.17331666642
Farmoor,water,357.0,12,2020.0,357,13778.29892
London Storages,water,357.0,12,2020.0,357,201454.28291666642
Farmoor,water,358.0,12,2020.0,358,13822.0
London Storages,water,358.0,12,2020.0,358,202775.3925166664
Farmoor,water,359.0,12,2020.0,359,13822.0
London Storages,water,359.0,12,2020.0,359,202828.0
Farmoor,water,360.0,12,2020.0,360,13822.0
London Storages,water,360.0,12,2020.0,360,202828.0
Farmoor,water,361.0,12,2020.0,361,13822.0
London Storages,water,361.0,12,2020.0,361,202828.0
Farmoor,water,362.0,12,2020.0,362,13822.0
London Storages,water,362.0,12,2020.0,362,202828.0
Farmoor,water,363.0,12,2020.0,363,13822.0
London Storages,water,363.0,12,2020.0,363,202828.0
Farmoor,water,364.0,12,2020.0,364,13822.0
London Storages,water,364.0,12,2020.0,364,202828.0
Farmoor,water,365.0,12,2020.0,365,13822.0
London Storages,water,365.0,12,2020.0,365,202828.0
